ID,Title,Keywords,Director,Cast,Genres,Vote Average
830764,Pet Sematary: Bloodlines,"'cemetery', 'gore', 'sequel', 'prequel', 'remake', 'pet cemetery', '1960s', 'forced to kill', 'pet monster', 'period piece', 'violence', 'horror', 'scary'",Lindsey Anderson Beer,"'Jackson White', 'Forrest Goodluck', 'Jack Mulhern', 'Henry Thomas', 'Natalie Alyn Lind', 'Isabella Star LaBlanc', 'Pam Grier', 'David Duchovny', 'Samantha Mathis', 'Christian Jadah', 'Steve Love', 'Karl Graboshas', 'Vincent Leclerc', 'Glen Gould', 'Matt Holland', 'Ted Whittall', 'John Boylan', 'Noah Labranche', 'Corgand Janeway-Svendsen', 'Jude Beny', 'Elliot Miville-Deschênes', 'Phoenix Wilson', 'Auden Larratt', 'Aron Benali'",'Horror',6.1
670292,The Creator,"'artificial intelligence (a.i.)', 'distant future', 'ex special forces', 'missing wife', 'robots'",Gareth Edwards,"'John David Washington', 'Madeleine Yuna Voyles', 'Gemma Chan', 'Allison Janney', 'Ken Watanabe', 'Sturgill Simpson', 'Amar Chadha-Patel', 'Marc Menchaca', 'Robbie Tann', 'Ralph Ineson', 'Michael Esper', 'Veronica Ngo', 'Ian Verdun', 'Daniel Ray Rodriguez', 'Rad Pereira', 'Syd Skidmore', 'Karen Aldridge', 'Teerawat Mulvilai', 'Leanna Chea', 'Sahatchai Chumrum', 'Apiwantana Duenkhao', 'Mariam Khummaung', 'Natthaphong Chaiyawong', 'Tawee Teesura', 'Kulsiri Thongrung', 'Charlie McElveen', 'Chananticha Chaipa', 'Sawanee Utoomma', 'Monthatip Suksopha', 'Brett Bartholomew', 'Jeb Kreager', 'Mackenzie Lansing', 'Stephen Howard Thomas', 'Agneta Catarina Békassy de Békas', 'Brett Parks', 'Phaithoon Wanglomklang', 'Ron Weaver', 'Mav Kang', 'John Garrett Mahlmeister', 'Scott Thomas', 'Kandanai Chotikapracal', 'Niko Rusakov', 'James David Henry', 'Eoin O'Brien', 'Dana Blouin', 'Anjana Ghogar', 'Pongsanart Vinsiri', 'Molywon Phantarak', 'Chalee Sankhavesa', 'Pat Skelton', 'Elliot Berk', 'Art Ybarra'","'Science Fiction', 'Action', 'Thriller'",7.068
565770,Blue Beetle,"'armor', 'superhero', 'family relationships', 'family', 'high tech', 'job hunting', 'mexican american', 'aftercreditsstinger', 'duringcreditsstinger', 'immigrant family', 'college graduate', 'dc extended universe (dceu)', 'alien technology', 'brother sister relationship', 'latino'",Ángel Manuel Soto,"'Xolo Mariduena', 'Bruna Marquezine', 'Susan Sarandon', 'Raoul Max Trujillo', 'Belissa Escobedo', 'Damián Alcázar', 'Elpidia Carrillo', 'George Lopez', 'Adriana Barraza', 'Becky G', 'Harvey Guillén', 'Jorge Jimenez', 'Eyra Agüero Joubert', 'Gabrielle Ortiz', 'Chente Ydrach', 'Modesto Lacen', 'Oshún Ramirez', 'Brianna Quinn Lewis', 'Tahj Vaughans', 'Dante Gonzalez-Abreu', 'Jon Z', 'Carlos Ponce', 'Franco Castan', 'Perris Drew', 'Felipe Esparza', 'Walter J. Buck', 'Jackson Spidell', 'Esteban Ruiz', 'Marcus Nelson', 'Isabella Aparicio', 'Ayden Rivera', 'Xol Gonzalez', 'Yuli Zorrilla', 'Sergio Valente'","'Action', 'Science Fiction', 'Adventure'",6.992
980489,Gran Turismo,"'based on true story', 'racing', 'based on video game', 'duringcreditsstinger'",Neill Blomkamp,"'Archie Madekwe', 'David Harbour', 'Orlando Bloom', 'Djimon Hounsou', 'Darren Barnet', 'Maeve Courtier-Lilley', 'Geri Horner', 'Daniel Puig', 'Josha Stradowski', 'Thomas Kretschmann', 'Emelia Hartford', 'Pepe Barroso', 'Sang Heon Lee', 'Maximilian Mundt', 'Mariano González', 'Lindsay Pattison', 'Théo Christine', 'Nikhil Parmar', 'Richard Cambridge', 'Takehiro Hira', 'Niall McShea', 'Akie Kotabe', 'Sadao Ueda', 'Wai Wong', 'Jamie Kenna', 'Royce Cronin', 'Harki Bhambra', 'Joanne Heywood', 'Cavan Jones', 'Lloyd Meredith', 'Hannah Hornsby', 'Bence Bauer', 'Ciaran Joyce', 'John Carter', 'Niki Faulkner', 'Rina Saito', 'Peter Lundie', 'Andrea Vasiliou', 'Yoojin Lee', 'Matthew Hirsch', 'Jacques Jouffret', 'Eszter Zavaros', 'Daijiro Yoshihara', 'Maya Murofushi', 'Bianca Bardoe', 'Selin Cuhadaroglu', 'Hadia Tarek Mohamed Elsayed Sadek Ghaleb', 'Kal Sabir', 'Ayano Yamamoto', 'Will Buxton', 'Atsushi Kuwayama', 'Kazunori Yamauchi'","'Adventure', 'Action', 'Drama'",7.993
150540,Inside Out,"'dream', 'san francisco, california', 'minnesota', 'sadness', 'cartoon', 'ice hockey', 'imaginary friend', 'elementary school', 'family relationships', 'memory', 'family', 'unicorn', 'running away', 'duringcreditsstinger', 'emotions'",Pete Docter,"'Amy Poehler', 'Phyllis Smith', 'Bill Hader', 'Kaitlyn Dias', 'Richard Kind', 'Lewis Black', 'Mindy Kaling', 'Diane Lane', 'Kyle MacLachlan', 'Bobby Moynihan', 'Paula Poundstone', 'Paula Pell', 'Dave Goelz', 'Frank Oz', 'Josh Cooley', 'Flea', 'John Ratzenberger', 'Carlos Alazraqui', 'Peter Sagal', 'Rashida Jones', 'Jess Harnell', 'Danny Mann', 'Lori Alan', 'Gregg Berger', 'Veronika Bonell', 'John Cygan', 'Laraine Newman'","'Animation', 'Family', 'Adventure', 'Drama', 'Comedy'",7.92
615656,Meg 2: The Trench,"'based on novel or book', 'sequel', 'kaiju', 'civil action', 'oceans', 'shark cage'",Ben Wheatley,"'Jason Statham', 'Wu Jing', 'Shuya Sophia Cai', 'Page Kennedy', 'Sergio Peris-Mencheta', 'Sienna Guillory', 'Cliff Curtis', 'Skyler Samuels', 'Melissanthi Mahut', 'Whoopie van Raam', 'Kiran Sonia Sawar', 'Felix Mayr', 'Guo Tao', 'Robin Hill', 'Dai Lele', 'Sui Fong Ivy Tsui', 'Stewart Alexander', 'Able Wanamakok', 'Xiong Jinyi', 'Cai Jingjing', 'Li Xin', 'Kenneth Won', 'Longxi', 'Bai Narisu', 'Matthew Stirling', 'Richard Glover', 'Billy Clements', 'Jonny James', 'Enzo di Bonaventura', 'Sara Dee'","'Action', 'Science Fiction', 'Horror'",6.765
968051,The Nun II,"'france', 'bullying', 'sequel', 'religion', 'demon', 'gothic horror', 'demonic possession', 'praying', 'duringcreditsstinger', 'all girls school', '1950s', 'demonic', 'convent', 'the conjuring universe'",Michael Chaves,"'Taissa Farmiga', 'Jonas Bloquet', 'Storm Reid', 'Anna Popplewell', 'Bonnie Aarons', 'Katelyn Rose Downey', 'Suzanne Bertish', 'Léontine d'Oncieu', 'Anouk Darwin Homewood', 'Peter Hudson', 'Tamar Baruch', 'Natalia Safran', 'Maxime Elias-Menet', 'Pascal Aubert', 'Alexandra Gentil', 'Florence Mestais', 'Margaux Borel', 'Viviana Moin', 'Renata Palminiello', 'Fulvia Patrizia Olivieri', 'Camille Amiel', 'Margot Morris', 'Gaël Raës', 'Sarah Pachoud', 'Lieve Carchon', 'David Horovitch', 'Paul Spera', 'Kate Colebrook', 'Margot Bernazzi', 'Grégory Di Meglio', 'Delcho Koprivshki', 'Philippe Josserand', 'Aaron-Jon North', 'Andrew Morgado', 'Patrick Wilson', 'Vera Farmiga'","'Horror', 'Mystery', 'Thriller'",6.924
893723,PAW Patrol: The Mighty Movie,"'superhero', 'cartoon', 'mad scientist', 'sequel', 'dog', 'animal', 'elasticity', 'kids'",Cal Brunker,"'Christian Convery', 'Mckenna Grace', 'Taraji P. Henson', 'Kristen Bell', 'Lil Rel Howery', 'James Marsden', 'Finn Lee-Epp', 'Serena Williams', 'Alan Kim', 'Brice Gonzalez', 'Kim Kardashian', 'North West', 'Marsai Martin', 'Ron Pardo', 'Callum Shoniker', 'Luxton Handspiker', 'Christian Corrao', 'Nylan Parthipan', 'Saint West', 'Chris Rock', 'Kim Roberts'","'Animation', 'Family', 'Action', 'Science Fiction'",7.0
811634,西游记之再世妖王,"'kung fu', 'anime'",Wang Yunfei,"'Jiang Bian', 'Haiting Cai', 'Su Shangqing', 'Zhang Lei', 'He Zhang', 'Lin Qiang', 'Sicen Liu', 'Wang Chenguang', 'Zhongyang Baomu', 'Sheng Feng', 'Zhang Yaohan', 'Bai Xuecen', 'Qiu Qiu', 'Roly Gutiérrez', 'Jason Kesser', 'Donald Guzzi', 'Dalton Walker'","'Animation', 'Action', 'Fantasy', 'Family'",7.14
762430,Retribution,"'assassination', 'bomb', 'remake', 'divorce', 'duringcreditsstinger', 'phone call', 'berlin'",Nimród Antal,"'Liam Neeson', 'Noma Dumezweni', 'Lilly Aspell', 'Jack Champion', 'Arian Moayed', 'Embeth Davidtz', 'Matthew Modine', 'Emily Kusche', 'Luca Márkus', 'Bernhard Piesk', 'Michael S. Ruscheinsky', 'Antonije Stankovic', 'Christian Koerner', 'Gerhard Elfers', 'Tine Gerhäeusser', 'Peter Miklusz', 'Luc Etienne', 'Nedy John Cross', 'Daniel Grave'","'Action', 'Thriller', 'Crime'",7.0
975902,Boudica,'female protagonist',Jesse V. Johnson,"'Olga Kurylenko', 'Peter Franzén', 'Clive Standen', 'Lucy Martin', 'Nick Moran', 'James Faulkner', 'Rita Tushingham', 'Harry Kirton', 'Andy Beckwith'","'Action', 'War'",6.291
614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,"'new york city', 'sibling relationship', 'skateboarding', 'crime fighter', 'superhero', 'turtle', 'ninja', 'duringcreditsstinger', 'teenage mutant ninja turtles', 'aspiring journalist', 'anthropomorphic animal'",Jeff Rowe,"'Micah Abbey', 'Shamon Brown Jr.', 'Nicolas Cantu', 'Brady Noon', 'Ayo Edebiri', 'Maya Rudolph', 'John Cena', 'Seth Rogen', 'Rose Byrne', 'Natasia Demetriou', 'Giancarlo Esposito', 'Jackie Chan', 'Ice Cube', 'Paul Rudd', 'Post Malone', 'Hannibal Buress', 'Jimmy Donaldson', 'Derek Wilson', 'Lukas Williams', 'Michael Badalucco', 'Dempsey Pappion', 'John Capodice', 'Andia Winslow', 'Raechel Wong', 'David Faustino', 'Danny Mastrogiorgio', 'Noel Gibson', 'Myra Owyang', 'Kevin Eastman', 'Alex Hirsch', 'Mike Rianda', 'Bobby Wagner', 'Greg Levitan', 'Illya Quinteros', 'Natalie Canizares', 'Kyler Spears', 'Jeff Rowe'","'Animation', 'Comedy', 'Action', 'Science Fiction'",7.327
823395,The Baker,'duringcreditsstinger',Jonathan Sobol,"'Ron Perlman', 'Emma Ho', 'Elias Koteas', 'Harvey Keitel', 'Joel David Moore', 'Samantha Kaine', 'Dax Ravina', 'Benjamin Milord', 'Marc David', 'Ronnie James Hughes', 'Vincent Berdoulle', 'Yann Brouet', 'Adam Moryto', 'Paolo Mancini', 'Leroy Rodriquez', 'Adam Slobodian', 'Jeton Bennett', 'Varun Saranga', 'Vincent Bouillon', 'Lloyd Barker', 'Damian Vazquez', 'Meliza Abril', 'Michael McLaughlin', 'Marissa Paquin', 'Kiristen Cousins', 'Trish Langfitt', 'Bodhi Eryou', 'Todd Shipster', 'Billy Paquin', 'Larissa Iwazaki', 'Amber Ashley Smith', 'Jim Wrigley', 'Alexis Germain', 'Chelsea Flynn', 'Caroline Raynaud', 'Kaia Lilford', 'Jaspar Nielson', 'Teri Bilewitch', 'Sonia Sajnani', 'Ashley Roque', 'Bob Moseley', 'Chad Modden', 'Ella Rahmani', 'Ashley Crowe'","'Action', 'Drama', 'Crime'",7.0
939335,Muzzle,"'police', 'los angeles, california', 'lapd', 'k9'",John Stalberg Jr.,"'Aaron Eckhart', 'Stephen Lang', 'Diego Tinoco', 'Leslie Black', 'Penelope Mitchell', 'Nick Searcy', 'Grainger Hines', 'Luis Chávez', 'Delissa Reynolds', 'George Avgoustis', 'Danielle Munday', 'Leon Walker', 'Gonzalo Robles', 'David Pittinger', 'Joseph Sanchez', 'Victor Keye', 'Nicole Cornelius'","'Action', 'Crime', 'Drama', 'Thriller'",6.7
